operacao,custo,total,media
2880,12884,32960160,11444.5
2881,12885,32973045,11445.0
2882,12886,32985931,11445.5
2883,12887,32998818,11446.0
2884,12888,33011706,11446.5
2885,12889,33024595,11447.0
2886,12890,33037485,11447.5
2887,12891,33050376,11448.0
2888,12892,33063268,11448.5
2889,12893,33076161,11449.0
2890,12894,33089055,11449.5
2891,12895,33101950,11450.0
2892,12896,33114846,11450.5
2893,12897,33127743,11451.0
2894,12898,33140641,11451.5
2895,12899,33153540,11452.0
2896,12900,33166440,11452.5
2897,12901,33179341,11453.0
2898,12902,33192243,11453.5
2899,12903,33205146,11454.0
2900,12904,33218050,11454.5
2901,12905,33230955,11455.0
2902,12906,33243861,11455.5
2903,12907,33256768,11456.0
2904,12908,33269676,11456.5
2905,12909,33282585,11457.0
2906,12910,33295495,11457.5
2907,12911,33308406,11458.0
2908,12912,33321318,11458.5
2909,12913,33334231,11459.0
2910,12914,33347145,11459.5
2911,12915,33360060,11460.0
2912,12916,33372976,11460.5
2913,12917,33385893,11461.0
2914,12918,33398811,11461.5
2915,12919,33411730,11462.0
2916,12920,33424650,11462.5
2917,12921,33437571,11463.0
2918,12922,33450493,11463.5
2919,12923,33463416,11464.0
2920,12924,33476340,11464.5
2921,12925,33489265,11465.0
2922,12926,33502191,11465.5
2923,12927,33515118,11466.0
2924,12928,33528046,11466.5
2925,12929,33540975,11467.0
2926,12930,33553905,11467.5
2927,12931,33566836,11468.0
2928,12932,33579768,11468.5
2929,12933,33592701,11469.0
2930,12934,33605635,11469.5
2931,12935,33618570,11470.0
2932,12936,33631506,11470.5
2933,12937,33644443,11471.0
2934,12938,33657381,11471.5
2935,12939,33670320,11472.0
2936,12940,33683260,11472.5
2937,12941,33696201,11473.0
2938,12942,33709143,11473.5
2939,12943,33722086,11474.0
2940,12944,33735030,11474.5
2941,12945,33747975,11475.0
2942,12946,33760921,11475.5
2943,12947,33773868,11476.0
2944,12948,33786816,11476.5
2945,12949,33799765,11477.0
2946,12950,33812715,11477.5
2947,12951,33825666,11478.0
2948,12952,33838618,11478.5
2949,12953,33851571,11479.0
2950,12954,33864525,11479.5
2951,12955,33877480,11480.0
2952,12956,33890436,11480.5
2953,12957,33903393,11481.0
2954,12958,33916351,11481.5
2955,12959,33929310,11482.0
2956,12960,33942270,11482.5
2957,12961,33955231,11483.0
2958,12962,33968193,11483.5
2959,12963,33981156,11484.0
2960,12964,33994120,11484.5
2961,12965,34007085,11485.0
2962,12966,34020051,11485.5
2963,12967,34033018,11486.0
2964,12968,34045986,11486.5
2965,12969,34058955,11487.0
2966,12970,34071925,11487.5
2967,12971,34084896,11488.0
2968,12972,34097868,11488.5
2969,12973,34110841,11489.0
2970,12974,34123815,11489.5
2971,12975,34136790,11490.0
2972,12976,34149766,11490.5
2973,12977,34162743,11491.0
2974,12978,34175721,11491.5
2975,12979,34188700,11492.0
2976,12980,34201680,11492.5
2977,12981,34214661,11493.0
2978,12982,34227643,11493.5
2979,12983,34240626,11494.0
2980,12984,34253610,11494.5
2981,12985,34266595,11495.0
2982,12986,34279581,11495.5
2983,12987,34292568,11496.0
2984,12988,34305556,11496.5
2985,12989,34318545,11497.0
2986,12990,34331535,11497.5
2987,12991,34344526,11498.0
2988,12992,34357518,11498.5
2989,12993,34370511,11499.0
2990,12994,34383505,11499.5
2991,12995,34396500,11500.0
2992,12996,34409496,11500.5
2993,12997,34422493,11501.0
2994,12998,34435491,11501.5
2995,12999,34448490,11502.0
2996,13000,34461490,11502.5
2997,13001,34474491,11503.0
2998,13002,34487493,11503.5
2999,13003,34500496,11504.0
3000,13004,34513500,11504.5
3001,13005,34526505,11505.0
3002,13006,34539511,11505.5
3003,13007,34552518,11506.0
3004,13008,34565526,11506.5
3005,13009,34578535,11507.0
3006,13010,34591545,11507.5
3007,13011,34604556,11508.0
3008,13012,34617568,11508.5
3009,13013,34630581,11509.0
3010,13014,34643595,11509.5
3011,13015,34656610,11510.0
3012,13016,34669626,11510.5
3013,13017,34682643,11511.0
3014,13018,34695661,11511.5
3015,13019,34708680,11512.0
3016,13020,34721700,11512.5
3017,13021,34734721,11513.0
3018,13022,34747743,11513.5
3019,13023,34760766,11514.0
3020,13024,34773790,11514.5
3021,13025,34786815,11515.0
3022,13026,34799841,11515.5
3023,13027,34812868,11516.0
3024,13028,34825896,11516.5
3025,13029,34838925,11517.0
3026,13030,34851955,11517.5
3027,13031,34864986,11518.0
3028,13032,34878018,11518.5
3029,13033,34891051,11519.0
3030,13034,34904085,11519.5
3031,13035,34917120,11520.0
3032,13036,34930156,11520.5
3033,13037,34943193,11521.0
3034,13038,34956231,11521.5
3035,13039,34969270,11522.0
3036,13040,34982310,11522.5
3037,13041,34995351,11523.0
3038,13042,35008393,11523.5
3039,13043,35021436,11524.0
3040,13044,35034480,11524.5
3041,13045,35047525,11525.0
3042,13046,35060571,11525.5
3043,13047,35073618,11526.0
3044,13048,35086666,11526.5
3045,13049,35099715,11527.0
3046,13050,35112765,11527.5
3047,13051,35125816,11528.0
3048,13052,35138868,11528.5
3049,13053,35151921,11529.0
3050,13054,35164975,11529.5
3051,13055,35178030,11530.0
3052,13056,35191086,11530.5
3053,13057,35204143,11531.0
3054,13058,35217201,11531.5
3055,13059,35230260,11532.0
3056,13060,35243320,11532.5
3057,13061,35256381,11533.0
3058,13062,35269443,11533.5
3059,13063,35282506,11534.0
3060,13064,35295570,11534.5
3061,13065,35308635,11535.0
3062,13066,35321701,11535.5
3063,13067,35334768,11536.0
3064,13068,35347836,11536.5
3065,13069,35360905,11537.0
3066,13070,35373975,11537.5
3067,13071,35387046,11538.0
3068,13072,35400118,11538.5
3069,13073,35413191,11539.0
3070,13074,35426265,11539.5
3071,13075,35439340,11540.0
3072,13076,35452416,11540.5
3073,13077,35465493,11541.0
3074,13078,35478571,11541.5
3075,13079,35491650,11542.0
3076,13080,35504730,11542.5
3077,13081,35517811,11543.0
3078,13082,35530893,11543.5
3079,13083,35543976,11544.0
3080,13084,35557060,11544.5
3081,13085,35570145,11545.0
3082,13086,35583231,11545.5
3083,13087,35596318,11546.0
3084,13088,35609406,11546.5
3085,13089,35622495,11547.0
3086,13090,35635585,11547.5
3087,13091,35648676,11548.0
3088,13092,35661768,11548.5
3089,13093,35674861,11549.0
3090,13094,35687955,11549.5
3091,13095,35701050,11550.0
3092,13096,35714146,11550.5
3093,13097,35727243,11551.0
3094,13098,35740341,11551.5
3095,13099,35753440,11552.0
3096,13100,35766540,11552.5
3097,13101,35779641,11553.0
3098,13102,35792743,11553.5
3099,13103,35805846,11554.0
3100,13104,35818950,11554.5
3101,13105,35832055,11555.0
3102,13106,35845161,11555.5
3103,13107,35858268,11556.0
3104,13108,35871376,11556.5
3105,13109,35884485,11557.0
3106,13110,35897595,11557.5
3107,13111,35910706,11558.0
3108,13112,35923818,11558.5
3109,13113,35936931,11559.0
3110,13114,35950045,11559.5
3111,13115,35963160,11560.0
3112,13116,35976276,11560.5
3113,13117,35989393,11561.0
3114,13118,36002511,11561.5
3115,13119,36015630,11562.0
3116,13120,36028750,11562.5
3117,13121,36041871,11563.0
3118,13122,36054993,11563.5
3119,13123,36068116,11564.0
3120,13124,36081240,11564.5
3121,13125,36094365,11565.0
3122,13126,36107491,11565.5
3123,13127,36120618,11566.0
3124,13128,36133746,11566.5
3125,13129,36146875,11567.0
3126,13130,36160005,11567.5
3127,13131,36173136,11568.0
3128,13132,36186268,11568.5
3129,13133,36199401,11569.0
3130,13134,36212535,11569.5
3131,13135,36225670,11570.0
3132,13136,36238806,11570.5
3133,13137,36251943,11571.0
3134,13138,36265081,11571.5
3135,13139,36278220,11572.0
3136,13140,36291360,11572.5
3137,13141,36304501,11573.0
3138,13142,36317643,11573.5
3139,13143,36330786,11574.0
3140,13144,36343930,11574.5
3141,13145,36357075,11575.0
3142,13146,36370221,11575.5
3143,13147,36383368,11576.0
3144,13148,36396516,11576.5
3145,13149,36409665,11577.0
3146,13150,36422815,11577.5
3147,13151,36435966,11578.0
3148,13152,36449118,11578.5
3149,13153,36462271,11579.0
3150,13154,36475425,11579.5
3151,13155,36488580,11580.0
3152,13156,36501736,11580.5
3153,13157,36514893,11581.0
3154,13158,36528051,11581.5
3155,13159,36541210,11582.0
3156,13160,36554370,11582.5
3157,13161,36567531,11583.0
3158,13162,36580693,11583.5
3159,13163,36593856,11584.0
3160,13164,36607020,11584.5
3161,13165,36620185,11585.0
3162,13166,36633351,11585.5
3163,13167,36646518,11586.0
3164,13168,36659686,11586.5
3165,13169,36672855,11587.0
3166,13170,36686025,11587.5
3167,13171,36699196,11588.0
3168,13172,36712368,11588.5
3169,13173,36725541,11589.0
3170,13174,36738715,11589.5
3171,13175,36751890,11590.0
3172,13176,36765066,11590.5
3173,13177,36778243,11591.0
3174,13178,36791421,11591.5
3175,13179,36804600,11592.0
3176,13180,36817780,11592.5
3177,13181,36830961,11593.0
3178,13182,36844143,11593.5
3179,13183,36857326,11594.0
3180,13184,36870510,11594.5
3181,13185,36883695,11595.0
3182,13186,36896881,11595.5
3183,13187,36910068,11596.0
3184,13188,36923256,11596.5
3185,13189,36936445,11597.0
3186,13190,36949635,11597.5
3187,13191,36962826,11598.0
3188,13192,36976018,11598.5
3189,13193,36989211,11599.0
3190,13194,37002405,11599.5
3191,13195,37015600,11600.0
3192,13196,37028796,11600.5
3193,13197,37041993,11601.0
3194,13198,37055191,11601.5
3195,13199,37068390,11602.0
3196,13200,37081590,11602.5
3197,13201,37094791,11603.0
3198,13202,37107993,11603.5
3199,13203,37121196,11604.0
3200,13204,37134400,11604.5
3201,13205,37147605,11605.0
3202,13206,37160811,11605.5
3203,13207,37174018,11606.0
3204,13208,37187226,11606.5
3205,13209,37200435,11607.0
3206,13210,37213645,11607.5
3207,13211,37226856,11608.0
3208,13212,37240068,11608.5
3209,13213,37253281,11609.0
3210,13214,37266495,11609.5
3211,13215,37279710,11610.0
3212,13216,37292926,11610.5
3213,13217,37306143,11611.0
3214,13218,37319361,11611.5
3215,13219,37332580,11612.0
3216,13220,37345800,11612.5
3217,13221,37359021,11613.0
3218,13222,37372243,11613.5
3219,13223,37385466,11614.0
3220,13224,37398690,11614.5
3221,13225,37411915,11615.0
3222,13226,37425141,11615.5
3223,13227,37438368,11616.0
3224,13228,37451596,11616.5
3225,13229,37464825,11617.0
3226,13230,37478055,11617.5
3227,13231,37491286,11618.0
3228,13232,37504518,11618.5
3229,13233,37517751,11619.0
3230,13234,37530985,11619.5
3231,13235,37544220,11620.0
3232,13236,37557456,11620.5
3233,13237,37570693,11621.0
3234,13238,37583931,11621.5
3235,13239,37597170,11622.0
3236,13240,37610410,11622.5
3237,13241,37623651,11623.0
3238,13242,37636893,11623.5
3239,13243,37650136,11624.0
3240,13244,37663380,11624.5
3241,13245,37676625,11625.0
3242,13246,37689871,11625.5
3243,13247,37703118,11626.0
3244,13248,37716366,11626.5
3245,13249,37729615,11627.0
3246,13250,37742865,11627.5
3247,13251,37756116,11628.0
3248,13252,37769368,11628.5
3249,13253,37782621,11629.0
3250,13254,37795875,11629.5
3251,13255,37809130,11630.0
3252,13256,37822386,11630.5
3253,13257,37835643,11631.0
3254,13258,37848901,11631.5
3255,13259,37862160,11632.0
3256,13260,37875420,11632.5
3257,13261,37888681,11633.0
3258,13262,37901943,11633.5
3259,13263,37915206,11634.0
3260,13264,37928470,11634.5
3261,13265,37941735,11635.0
3262,13266,37955001,11635.5
3263,13267,37968268,11636.0
3264,13268,37981536,11636.5
3265,13269,37994805,11637.0
3266,13270,38008075,11637.5
3267,13271,38021346,11638.0
3268,13272,38034618,11638.5
3269,13273,38047891,11639.0
3270,13274,38061165,11639.5
3271,13275,38074440,11640.0
3272,13276,38087716,11640.5
3273,13277,38100993,11641.0
3274,13278,38114271,11641.5
3275,13279,38127550,11642.0
3276,13280,38140830,11642.5
3277,13281,38154111,11643.0
3278,13282,38167393,11643.5
3279,13283,38180676,11644.0
3280,13284,38193960,11644.5
3281,13285,38207245,11645.0
3282,13286,38220531,11645.5
3283,13287,38233818,11646.0
3284,13288,38247106,11646.5
3285,13289,38260395,11647.0
3286,13290,38273685,11647.5
3287,13291,38286976,11648.0
3288,13292,38300268,11648.5
3289,13293,38313561,11649.0
3290,13294,38326855,11649.5
3291,13295,38340150,11650.0
3292,13296,38353446,11650.5
3293,13297,38366743,11651.0
3294,13298,38380041,11651.5
3295,13299,38393340,11652.0
3296,13300,38406640,11652.5
3297,13301,38419941,11653.0
3298,13302,38433243,11653.5
3299,13303,38446546,11654.0
3300,13304,38459850,11654.5
3301,13305,38473155,11655.0
3302,13306,38486461,11655.5
3303,13307,38499768,11656.0
3304,13308,38513076,11656.5
3305,13309,38526385,11657.0
3306,13310,38539695,11657.5
3307,13311,38553006,11658.0
3308,13312,38566318,11658.5
3309,13313,38579631,11659.0
3310,13314,38592945,11659.5
3311,13315,38606260,11660.0
3312,13316,38619576,11660.5
3313,13317,38632893,11661.0
3314,13318,38646211,11661.5
3315,13319,38659530,11662.0
3316,13320,38672850,11662.5
3317,13321,38686171,11663.0
3318,13322,38699493,11663.5
3319,13323,38712816,11664.0
3320,13324,38726140,11664.5
3321,13325,38739465,11665.0
3322,13326,38752791,11665.5
3323,13327,38766118,11666.0
3324,13328,38779446,11666.5
3325,13329,38792775,11667.0
3326,13330,38806105,11667.5
3327,13331,38819436,11668.0
3328,13332,38832768,11668.5
3329,13333,38846101,11669.0
3330,13334,38859435,11669.5
3331,13335,38872770,11670.0
3332,13336,38886106,11670.5
3333,13337,38899443,11671.0
3334,13338,38912781,11671.5
3335,13339,38926120,11672.0
3336,13340,38939460,11672.5
3337,13341,38952801,11673.0
3338,13342,38966143,11673.5
3339,13343,38979486,11674.0
3340,13344,38992830,11674.5
3341,13345,39006175,11675.0
3342,13346,39019521,11675.5
3343,13347,39032868,11676.0
3344,13348,39046216,11676.5
3345,13349,39059565,11677.0
3346,13350,39072915,11677.5
3347,13351,39086266,11678.0
3348,13352,39099618,11678.5
3349,13353,39112971,11679.0
3350,13354,39126325,11679.5
3351,13355,39139680,11680.0
3352,13356,39153036,11680.5
3353,13357,39166393,11681.0
3354,13358,39179751,11681.5
3355,13359,39193110,11682.0
3356,13360,39206470,11682.5
3357,13361,39219831,11683.0
3358,13362,39233193,11683.5
3359,13363,39246556,11684.0
3360,13364,39259920,11684.5
3361,13365,39273285,11685.0
3362,13366,39286651,11685.5
3363,13367,39300018,11686.0
3364,13368,39313386,11686.5
3365,13369,39326755,11687.0
3366,13370,39340125,11687.5
3367,13371,39353496,11688.0
3368,13372,39366868,11688.5
3369,13373,39380241,11689.0
3370,13374,39393615,11689.5
3371,13375,39406990,11690.0
3372,13376,39420366,11690.5
3373,13377,39433743,11691.0
3374,13378,39447121,11691.5
3375,13379,39460500,11692.0
3376,13380,39473880,11692.5
3377,13381,39487261,11693.0
3378,13382,39500643,11693.5
3379,13383,39514026,11694.0
3380,13384,39527410,11694.5
3381,13385,39540795,11695.0
3382,13386,39554181,11695.5
3383,13387,39567568,11696.0
3384,13388,39580956,11696.5
3385,13389,39594345,11697.0
3386,13390,39607735,11697.5
3387,13391,39621126,11698.0
3388,13392,39634518,11698.5
3389,13393,39647911,11699.0
3390,13394,39661305,11699.5
3391,13395,39674700,11700.0
3392,13396,39688096,11700.5
3393,13397,39701493,11701.0
3394,13398,39714891,11701.5
3395,13399,39728290,11702.0
3396,13400,39741690,11702.5
3397,13401,39755091,11703.0
3398,13402,39768493,11703.5
3399,13403,39781896,11704.0
3400,13404,39795300,11704.5
3401,13405,39808705,11705.0
3402,13406,39822111,11705.5
3403,13407,39835518,11706.0
3404,13408,39848926,11706.5
3405,13409,39862335,11707.0
3406,13410,39875745,11707.5
3407,13411,39889156,11708.0
3408,13412,39902568,11708.5
3409,13413,39915981,11709.0
3410,13414,39929395,11709.5
3411,13415,39942810,11710.0
3412,13416,39956226,11710.5
3413,13417,39969643,11711.0
3414,13418,39983061,11711.5
3415,13419,39996480,11712.0
3416,13420,40009900,11712.5
3417,13421,40023321,11713.0
3418,13422,40036743,11713.5
3419,13423,40050166,11714.0
3420,13424,40063590,11714.5
3421,13425,40077015,11715.0
3422,13426,40090441,11715.5
3423,13427,40103868,11716.0
3424,13428,40117296,11716.5
3425,13429,40130725,11717.0
3426,13430,40144155,11717.5
3427,13431,40157586,11718.0
3428,13432,40171018,11718.5
3429,13433,40184451,11719.0
3430,13434,40197885,11719.5
3431,13435,40211320,11720.0
3432,13436,40224756,11720.5
3433,13437,40238193,11721.0
3434,13438,40251631,11721.5
3435,13439,40265070,11722.0
3436,13440,40278510,11722.5
3437,13441,40291951,11723.0
3438,13442,40305393,11723.5
3439,13443,40318836,11724.0
3440,13444,40332280,11724.5
3441,13445,40345725,11725.0
3442,13446,40359171,11725.5
3443,13447,40372618,11726.0
3444,13448,40386066,11726.5
3445,13449,40399515,11727.0
3446,13450,40412965,11727.5
3447,13451,40426416,11728.0
3448,13452,40439868,11728.5
3449,13453,40453321,11729.0
3450,13454,40466775,11729.5
3451,13455,40480230,11730.0
3452,13456,40493686,11730.5
3453,13457,40507143,11731.0
3454,13458,40520601,11731.5
3455,13459,40534060,11732.0
3456,13460,40547520,11732.5
3457,13461,40560981,11733.0
3458,13462,40574443,11733.5
3459,13463,40587906,11734.0
3460,13464,40601370,11734.5
3461,13465,40614835,11735.0
3462,13466,40628301,11735.5
3463,13467,40641768,11736.0
3464,13468,40655236,11736.5
3465,13469,40668705,11737.0
3466,13470,40682175,11737.5
3467,13471,40695646,11738.0
3468,13472,40709118,11738.5
3469,13473,40722591,11739.0
3470,13474,40736065,11739.5
3471,13475,40749540,11740.0
3472,13476,40763016,11740.5
3473,13477,40776493,11741.0
3474,13478,40789971,11741.5
3475,13479,40803450,11742.0
3476,13480,40816930,11742.5
3477,13481,40830411,11743.0
3478,13482,40843893,11743.5
3479,13483,40857376,11744.0
3480,13484,40870860,11744.5
3481,13485,40884345,11745.0
3482,13486,40897831,11745.5
3483,13487,40911318,11746.0
3484,13488,40924806,11746.5
3485,13489,40938295,11747.0
3486,13490,40951785,11747.5
3487,13491,40965276,11748.0
3488,13492,40978768,11748.5
3489,13493,40992261,11749.0
3490,13494,41005755,11749.5
3491,13495,41019250,11750.0
3492,13496,41032746,11750.5
3493,13497,41046243,11751.0
3494,13498,41059741,11751.5
3495,13499,41073240,11752.0
3496,13500,41086740,11752.5
3497,13501,41100241,11753.0
3498,13502,41113743,11753.5
3499,13503,41127246,11754.0
3500,13504,41140750,11754.5
3501,13505,41154255,11755.0
3502,13506,41167761,11755.5
3503,13507,41181268,11756.0
3504,13508,41194776,11756.5
3505,13509,41208285,11757.0
3506,13510,41221795,11757.5
3507,13511,41235306,11758.0
3508,13512,41248818,11758.5
3509,13513,41262331,11759.0
3510,13514,41275845,11759.5
3511,13515,41289360,11760.0
3512,13516,41302876,11760.5
3513,13517,41316393,11761.0
3514,13518,41329911,11761.5
3515,13519,41343430,11762.0
3516,13520,41356950,11762.5
3517,13521,41370471,11763.0
3518,13522,41383993,11763.5
3519,13523,41397516,11764.0
3520,13524,41411040,11764.5
3521,13525,41424565,11765.0
3522,13526,41438091,11765.5
3523,13527,41451618,11766.0
3524,13528,41465146,11766.5
3525,13529,41478675,11767.0
3526,13530,41492205,11767.5
3527,13531,41505736,11768.0
3528,13532,41519268,11768.5
3529,13533,41532801,11769.0
3530,13534,41546335,11769.5
3531,13535,41559870,11770.0
3532,13536,41573406,11770.5
3533,13537,41586943,11771.0
3534,13538,41600481,11771.5
3535,13539,41614020,11772.0
3536,13540,41627560,11772.5
3537,13541,41641101,11773.0
3538,13542,41654643,11773.5
3539,13543,41668186,11774.0
3540,13544,41681730,11774.5
3541,13545,41695275,11775.0
3542,13546,41708821,11775.5
3543,13547,41722368,11776.0
3544,13548,41735916,11776.5
3545,13549,41749465,11777.0
3546,13550,41763015,11777.5
3547,13551,41776566,11778.0
3548,13552,41790118,11778.5
3549,13553,41803671,11779.0
3550,13554,41817225,11779.5
3551,13555,41830780,11780.0
3552,13556,41844336,11780.5
3553,13557,41857893,11781.0
3554,13558,41871451,11781.5
3555,13559,41885010,11782.0
3556,13560,41898570,11782.5
3557,13561,41912131,11783.0
3558,13562,41925693,11783.5
3559,13563,41939256,11784.0
3560,13564,41952820,11784.5
3561,13565,41966385,11785.0
3562,13566,41979951,11785.5
3563,13567,41993518,11786.0
3564,13568,42007086,11786.5
3565,13569,42020655,11787.0
3566,13570,42034225,11787.5
3567,13571,42047796,11788.0
3568,13572,42061368,11788.5
3569,13573,42074941,11789.0
3570,13574,42088515,11789.5
3571,13575,42102090,11790.0
3572,13576,42115666,11790.5
3573,13577,42129243,11791.0
3574,13578,42142821,11791.5
3575,13579,42156400,11792.0
3576,13580,42169980,11792.5
3577,13581,42183561,11793.0
3578,13582,42197143,11793.5
3579,13583,42210726,11794.0
3580,13584,42224310,11794.5
3581,13585,42237895,11795.0
3582,13586,42251481,11795.5
3583,13587,42265068,11796.0
3584,13588,42278656,11796.5
3585,13589,42292245,11797.0
3586,13590,42305835,11797.5
3587,13591,42319426,11798.0
3588,13592,42333018,11798.5
3589,13593,42346611,11799.0
3590,13594,42360205,11799.5
3591,13595,42373800,11800.0
3592,13596,42387396,11800.5
3593,13597,42400993,11801.0
3594,13598,42414591,11801.5
3595,13599,42428190,11802.0
3596,13600,42441790,11802.5
3597,13601,42455391,11803.0
3598,13602,42468993,11803.5
3599,13603,42482596,11804.0
3600,13604,42496200,11804.5
3601,13605,42509805,11805.0
3602,13606,42523411,11805.5
3603,13607,42537018,11806.0
3604,13608,42550626,11806.5
3605,13609,42564235,11807.0
3606,13610,42577845,11807.5
3607,13611,42591456,11808.0
3608,13612,42605068,11808.5
3609,13613,42618681,11809.0
3610,13614,42632295,11809.5
3611,13615,42645910,11810.0
3612,13616,42659526,11810.5
3613,13617,42673143,11811.0
3614,13618,42686761,11811.5
3615,13619,42700380,11812.0
3616,13620,42714000,11812.5
3617,13621,42727621,11813.0
3618,13622,42741243,11813.5
3619,13623,42754866,11814.0
3620,13624,42768490,11814.5
3621,13625,42782115,11815.0
3622,13626,42795741,11815.5
3623,13627,42809368,11816.0
3624,13628,42822996,11816.5
3625,13629,42836625,11817.0
3626,13630,42850255,11817.5
3627,13631,42863886,11818.0
3628,13632,42877518,11818.5
3629,13633,42891151,11819.0
3630,13634,42904785,11819.5
3631,13635,42918420,11820.0
3632,13636,42932056,11820.5
3633,13637,42945693,11821.0
3634,13638,42959331,11821.5
3635,13639,42972970,11822.0
3636,13640,42986610,11822.5
3637,13641,43000251,11823.0
3638,13642,43013893,11823.5
3639,13643,43027536,11824.0
3640,13644,43041180,11824.5
3641,13645,43054825,11825.0
3642,13646,43068471,11825.5
3643,13647,43082118,11826.0
3644,13648,43095766,11826.5
3645,13649,43109415,11827.0
3646,13650,43123065,11827.5
3647,13651,43136716,11828.0
3648,13652,43150368,11828.5
3649,13653,43164021,11829.0
3650,13654,43177675,11829.5
3651,13655,43191330,11830.0
3652,13656,43204986,11830.5
3653,13657,43218643,11831.0
3654,13658,43232301,11831.5
3655,13659,43245960,11832.0
3656,13660,43259620,11832.5
3657,13661,43273281,11833.0
3658,13662,43286943,11833.5
3659,13663,43300606,11834.0
3660,13664,43314270,11834.5
3661,13665,43327935,11835.0
3662,13666,43341601,11835.5
3663,13667,43355268,11836.0
3664,13668,43368936,11836.5
3665,13669,43382605,11837.0
3666,13670,43396275,11837.5
3667,13671,43409946,11838.0
3668,13672,43423618,11838.5
3669,13673,43437291,11839.0
3670,13674,43450965,11839.5
3671,13675,43464640,11840.0
3672,13676,43478316,11840.5
3673,13677,43491993,11841.0
3674,13678,43505671,11841.5
3675,13679,43519350,11842.0
3676,13680,43533030,11842.5
3677,13681,43546711,11843.0
3678,13682,43560393,11843.5
3679,13683,43574076,11844.0
3680,13684,43587760,11844.5
3681,13685,43601445,11845.0
3682,13686,43615131,11845.5
3683,13687,43628818,11846.0
3684,13688,43642506,11846.5
3685,13689,43656195,11847.0
3686,13690,43669885,11847.5
3687,13691,43683576,11848.0
3688,13692,43697268,11848.5
3689,13693,43710961,11849.0
3690,13694,43724655,11849.5
3691,13695,43738350,11850.0
3692,13696,43752046,11850.5
3693,13697,43765743,11851.0
3694,13698,43779441,11851.5
3695,13699,43793140,11852.0
3696,13700,43806840,11852.5
3697,13701,43820541,11853.0
3698,13702,43834243,11853.5
3699,13703,43847946,11854.0
3700,13704,43861650,11854.5
3701,13705,43875355,11855.0
3702,13706,43889061,11855.5
3703,13707,43902768,11856.0
3704,13708,43916476,11856.5
3705,13709,43930185,11857.0
3706,13710,43943895,11857.5
3707,13711,43957606,11858.0
3708,13712,43971318,11858.5
3709,13713,43985031,11859.0
3710,13714,43998745,11859.5
3711,13715,44012460,11860.0
3712,13716,44026176,11860.5
3713,13717,44039893,11861.0
3714,13718,44053611,11861.5
3715,13719,44067330,11862.0
3716,13720,44081050,11862.5
3717,13721,44094771,11863.0
3718,13722,44108493,11863.5
3719,13723,44122216,11864.0
3720,13724,44135940,11864.5
3721,13725,44149665,11865.0
3722,13726,44163391,11865.5
3723,13727,44177118,11866.0
3724,13728,44190846,11866.5
3725,13729,44204575,11867.0
3726,13730,44218305,11867.5
3727,13731,44232036,11868.0
3728,13732,44245768,11868.5
3729,13733,44259501,11869.0
3730,13734,44273235,11869.5
3731,13735,44286970,11870.0
3732,13736,44300706,11870.5
3733,13737,44314443,11871.0
3734,13738,44328181,11871.5
3735,13739,44341920,11872.0
3736,13740,44355660,11872.5
3737,13741,44369401,11873.0
3738,13742,44383143,11873.5
3739,13743,44396886,11874.0
3740,13744,44410630,11874.5
3741,13745,44424375,11875.0
3742,13746,44438121,11875.5
3743,13747,44451868,11876.0
3744,13748,44465616,11876.5
3745,13749,44479365,11877.0
3746,13750,44493115,11877.5
3747,13751,44506866,11878.0
3748,13752,44520618,11878.5
3749,13753,44534371,11879.0
3750,13754,44548125,11879.5
3751,13755,44561880,11880.0
3752,13756,44575636,11880.5
3753,13757,44589393,11881.0
3754,13758,44603151,11881.5
3755,13759,44616910,11882.0
3756,13760,44630670,11882.5
3757,13761,44644431,11883.0
3758,13762,44658193,11883.5
3759,13763,44671956,11884.0
3760,13764,44685720,11884.5
3761,13765,44699485,11885.0
3762,13766,44713251,11885.5
3763,13767,44727018,11886.0
3764,13768,44740786,11886.5
3765,13769,44754555,11887.0
3766,13770,44768325,11887.5
3767,13771,44782096,11888.0
3768,13772,44795868,11888.5
3769,13773,44809641,11889.0
3770,13774,44823415,11889.5
3771,13775,44837190,11890.0
3772,13776,44850966,11890.5
3773,13777,44864743,11891.0
3774,13778,44878521,11891.5
3775,13779,44892300,11892.0
3776,13780,44906080,11892.5
3777,13781,44919861,11893.0
3778,13782,44933643,11893.5
3779,13783,44947426,11894.0
3780,13784,44961210,11894.5
3781,13785,44974995,11895.0
3782,13786,44988781,11895.5
3783,13787,45002568,11896.0
3784,13788,45016356,11896.5
3785,13789,45030145,11897.0
3786,13790,45043935,11897.5
3787,13791,45057726,11898.0
3788,13792,45071518,11898.5
3789,13793,45085311,11899.0
3790,13794,45099105,11899.5
3791,13795,45112900,11900.0
3792,13796,45126696,11900.5
3793,13797,45140493,11901.0
3794,13798,45154291,11901.5
3795,13799,45168090,11902.0
3796,13800,45181890,11902.5
3797,13801,45195691,11903.0
3798,13802,45209493,11903.5
3799,13803,45223296,11904.0
3800,13804,45237100,11904.5
3801,13805,45250905,11905.0
3802,13806,45264711,11905.5
3803,13807,45278518,11906.0
3804,13808,45292326,11906.5
3805,13809,45306135,11907.0
3806,13810,45319945,11907.5
3807,13811,45333756,11908.0
3808,13812,45347568,11908.5
3809,13813,45361381,11909.0
3810,13814,45375195,11909.5
3811,13815,45389010,11910.0
